,romance,non_romance
muster,0.0,0.0016302122469675265
mutilate,0.0,0.0008151061234837633
mutter,0.00356436618780166,0.006959456642058733
nag,0.0011881220626005532,0.0011599094403431222
nail,0.0,0.0008151061234837633
name,0.011881220626005532,0.012179049123602782
nap,0.0011881220626005532,0.0005799547201715611
narrow,0.0023762441252011064,0.0011599094403431222
nasale,0.0,0.0008151061234837633
nauseate,0.0,0.0008151061234837633
near,0.0,0.0040755306174188165
neck,0.0011881220626005532,0.0005799547201715611
need,0.029703051565013832,0.029577690728749613
neglect,0.0023762441252011064,0.0011599094403431222
neighbor,0.0,0.0008151061234837633
nestle,0.0016698641031585818,0.0
nettle,0.0011881220626005532,0.0005799547201715611
nod,0.016633708876407746,0.019138505765661517
nose,0.0,0.0008151061234837633
note,0.0011881220626005532,0.006959456642058733
notice,0.010693098563404979,0.02203827936651932
notify,0.0,0.0024453183704512896
nudge,0.0,0.0024453183704512896
numb,0.0,0.0016302122469675265
number,0.0,0.0016302122469675265
nurse,0.0011881220626005532,0.0028997736008578054
nuzzle,0.0016698641031585818,0.0
obey,0.00356436618780166,0.0005799547201715611
object,0.0,0.0016302122469675265
obligate,0.0016698641031585818,0.0
oblige,0.0016698641031585818,0.0
obscure,0.0,0.0016302122469675265
observe,0.0023762441252011064,0.005799547201715611
obsess,0.0,0.0008151061234837633
obstruct,0.0,0.0008151061234837633
occupy,0.0023762441252011064,0.007539411362230294
occur,0.0023762441252011064,0.006959456642058733
offend,0.0,0.0008151061234837633
offer,0.008316854438203873,0.012759003843774343
offsaddle,0.0,0.0008151061234837633
offset,0.0,0.0008151061234837633
ogle,0.0016698641031585818,0.0
oil,0.0,0.0016302122469675265
omit,0.0011881220626005532,0.0005799547201715611
ooze,0.0,0.0016302122469675265
open,0.027326807439812726,0.03653714737080835
operate,0.0023762441252011064,0.0011599094403431222
oppose,0.0,0.0008151061234837633
oppress,0.0,0.0016302122469675265
orbit,0.0011881220626005532,0.0005799547201715611
order,0.00712873237560332,0.004639637761372489
organize,0.0023762441252011064,0.0023198188806862444
originate,0.0011881220626005532,0.0011599094403431222
ought,0.016633708876407746,0.008699320802573416
oughta,0.0,0.0008151061234837633
outdated,0.0,0.0008151061234837633
outdistance,0.0016698641031585818,0.0
outdraw,0.0,0.0008151061234837633
outgrip,0.0,0.0008151061234837633
outrage,0.0016698641031585818,0.0
outsmart,0.0,0.0008151061234837633
outspread,0.0,0.0016302122469675265
outweigh,0.0,0.0016302122469675265
overcome,0.0,0.0024453183704512896
overcook,0.0,0.0008151061234837633
overdeveloped,0.0016698641031585818,0.0
overexcited,0.0016698641031585818,0.0
overflow,0.0,0.0008151061234837633
overgrow,0.0,0.0008151061234837633
overhaul,0.0,0.0008151061234837633
overhear,0.0023762441252011064,0.0005799547201715611
overlap,0.0,0.0016302122469675265
overlook,0.0,0.0016302122469675265
overplay,0.0016698641031585818,0.0
overreach,0.0,0.0008151061234837633
override,0.0,0.0008151061234837633
oversubscribed,0.0016698641031585818,0.0
overtake,0.0,0.0008151061234837633
overturn,0.0016698641031585818,0.0
overwhelm,0.0016698641031585818,0.0
owe,0.00356436618780166,0.0023198188806862444
pace,0.0023762441252011064,0.0034797283210293664
pacify,0.0011881220626005532,0.0005799547201715611
pack,0.009504976500804426,0.00521959248154405
pad,0.0023762441252011064,0.0011599094403431222
padlock,0.0,0.0008151061234837633
page,0.0,0.0008151061234837633
pain,0.0,0.0008151061234837633
paint,0.015445586813807193,0.01101913968325966
palm,0.0,0.0008151061234837633
pamper,0.0,0.0008151061234837633
panic,0.0,0.0024453183704512896
pant,0.0011881220626005532,0.0023198188806862444
pantomime,0.0,0.0008151061234837633
parade,0.0033397282063171636,0.0
paraphrase,0.0,0.0008151061234837633
parboil,0.0016698641031585818,0.0
parch,0.0,0.0008151061234837633
pardon,0.0,0.0016302122469675265
park,0.0023762441252011064,0.020298415206004637
parry,0.0,0.0008151061234837633
part,0.0011881220626005532,0.0017398641605146832
partake,0.0,0.0008151061234837633
participate,0.005009592309475746,0.0
partner,0.0,0.0008151061234837633
pass,0.01900995300160885,0.035957192650636786
pat,0.0,0.0040755306174188165
patch,0.0,0.0016302122469675265
patrol,0.0,0.003260424493935053
patronize,0.0,0.0016302122469675265
patter,0.0016698641031585818,0.0
pause,0.004752488250402213,0.012759003843774343
pave,0.0011881220626005532,0.0011599094403431222
paw,0.0,0.0008151061234837633
pay,0.0178218309390083,0.013918913284117465
peck,0.0,0.0016302122469675265
peddle,0.0,0.0008151061234837633
peel,0.0011881220626005532,0.0011599094403431222
peep,0.0,0.0008151061234837633
peer,0.004752488250402213,0.009859230242916538
pelt,0.0011881220626005532,0.0005799547201715611
pencil,0.0,0.0008151061234837633
penetrate,0.0011881220626005532,0.0017398641605146832
people,0.0,0.0008151061234837633
perceive,0.0,0.0024453183704512896
perch,0.0016698641031585818,0.0
perforate,0.0,0.0008151061234837633
perform,0.0011881220626005532,0.0017398641605146832
perfume,0.0,0.0008151061234837633
perk,0.0016698641031585818,0.0
permeate,0.0016698641031585818,0.0
permit,0.00356436618780166,0.004059683041200928
perpetrate,0.0,0.0008151061234837633
perplex,0.0,0.0008151061234837633
persecute,0.0016698641031585818,0.0
persist,0.0011881220626005532,0.0017398641605146832
perspire,0.0,0.0016302122469675265
persuade,0.0023762441252011064,0.0028997736008578054
pet,0.0011881220626005532,0.0011599094403431222
petered,0.0,0.0008151061234837633
pfffted,0.0,0.0008151061234837633
phone,0.0011881220626005532,0.0034797283210293664
photograph,0.0033397282063171636,0.0
phrase,0.0,0.0008151061234837633
pick,0.029703051565013832,0.02725787184806337
picket,0.0,0.0008151061234837633
picnic,0.0,0.0008151061234837633
picture,0.0,0.0008151061234837633
pierce,0.0,0.0024453183704512896
pile,0.0011881220626005532,0.0034797283210293664
pillared,0.0,0.0008151061234837633
pin,0.0,0.0016302122469675265
pinch,0.0,0.0024453183704512896
ping,0.0016698641031585818,0.0
pinion,0.0,0.0008151061234837633
pip,0.0011881220626005532,0.0005799547201715611
pitch,0.00356436618780166,0.0011599094403431222
pity,0.0016698641031585818,0.0
pivot,0.0016698641031585818,0.0
placate,0.0,0.0008151061234837633
place,0.008316854438203873,0.006959456642058733
plan,0.004752488250402213,0.007539411362230294
plant,0.0,0.0016302122469675265
plaster,0.0023762441252011064,0.0005799547201715611
play,0.026138685377212173,0.030157645448921175
plead,0.0011881220626005532,0.0017398641605146832
please,0.013069342688606086,0.009279275522744978
plod,0.0023762441252011064,0.0011599094403431222
plop,0.0016698641031585818,0.0
plot,0.0011881220626005532,0.0017398641605146832
plow,0.005940610313002766,0.0017398641605146832
pluck,0.0011881220626005532,0.0005799547201715611
plug,0.0,0.0008151061234837633
plumb,0.0,0.0008151061234837633
plummet,0.0,0.0008151061234837633
plump,0.0016698641031585818,0.0
plunge,0.004752488250402213,0.0034797283210293664
point,0.008316854438203873,0.013338958563945905
poise,0.0011881220626005532,0.0028997736008578054
poison,0.0,0.003260424493935053
poke,0.0,0.004890636740902579
pole,0.0033397282063171636,0.0
polish,0.0011881220626005532,0.0028997736008578054
pomade,0.0,0.0008151061234837633
ponder,0.0016698641031585818,0.0
pooch,0.0,0.0008151061234837633
pop,0.0,0.006520848987870106
populate,0.0011881220626005532,0.0005799547201715611
pore,0.0016698641031585818,0.0
portray,0.0016698641031585818,0.0
pose,0.0,0.0008151061234837633
possess,0.0011881220626005532,0.004059683041200928
post,0.0,0.0024453183704512896
postpone,0.0023762441252011064,0.0028997736008578054
pot,0.0011881220626005532,0.0005799547201715611
pound,0.00356436618780166,0.0017398641605146832
pour,0.004752488250402213,0.006959456642058733
practice,0.0023762441252011064,0.0011599094403431222
praise,0.0033397282063171636,0.0
prance,0.0,0.0024453183704512896
pray,0.00356436618780166,0.0017398641605146832
preach,0.0011881220626005532,0.0011599094403431222
prearrange,0.0,0.0008151061234837633
precede,0.0033397282063171636,0.0
predict,0.0011881220626005532,0.0023198188806862444
preen,0.0,0.0008151061234837633
prefer,0.0023762441252011064,0.0011599094403431222
prefuh,0.0,0.0008151061234837633
preoccupy,0.0,0.0008151061234837633
prepare,0.0023762441252011064,0.009279275522744978
prescribe,0.0033397282063171636,0.0
present,0.00356436618780166,0.0034797283210293664
preserve,0.004752488250402213,0.0034797283210293664
preside,0.0011881220626005532,0.0005799547201715611
press,0.005940610313002766,0.011599094403431221
presume,0.0,0.0016302122469675265
pretend,0.0023762441252011064,0.008119366082401856
prevail,0.0016698641031585818,0.0
prevent,0.0023762441252011064,0.004059683041200928
primp,0.0016698641031585818,0.0
print,0.0,0.0016302122469675265
prize,0.0,0.0016302122469675265
probe,0.0,0.0008151061234837633
proceed,0.0011881220626005532,0.004639637761372489
process,0.0,0.0008151061234837633
proclaim,0.0,0.0024453183704512896
procure,0.0,0.0016302122469675265
prod,0.0011881220626005532,0.0005799547201715611
produce,0.0,0.004890636740902579
profess,0.0,0.0008151061234837633
proffer,0.0,0.0016302122469675265
program,0.0,0.0016302122469675265
progress,0.0,0.003260424493935053
project,0.0,0.003260424493935053
prolong,0.0,0.0008151061234837633
promise,0.005940610313002766,0.006959456642058733
promote,0.0,0.0016302122469675265
prompt,0.0,0.0008151061234837633
pronounce,0.0011881220626005532,0.004059683041200928
prop,0.0011881220626005532,0.0017398641605146832
propel,0.0,0.0008151061234837633
prophesy,0.0033397282063171636,0.0
propitiate,0.0,0.0008151061234837633
propose,0.0,0.0024453183704512896
proposition,0.0016698641031585818,0.0
prosecute,0.0,0.0008151061234837633
prosper,0.0016698641031585818,0.0
protect,0.0023762441252011064,0.0017398641605146832
protest,0.0,0.00733595511135387
protrude,0.0,0.003260424493935053
prove,0.009504976500804426,0.006959456642058733
provide,0.004752488250402213,0.004639637761372489
provoke,0.0,0.0016302122469675265
prowl,0.0,0.0008151061234837633
pry,0.0,0.0024453183704512896
publish,0.0011881220626005532,0.0028997736008578054
pucker,0.0011881220626005532,0.0005799547201715611
puff,0.0,0.0024453183704512896
pull,0.011881220626005532,0.038277011531323034
pulsate,0.0,0.0008151061234837633
pulse,0.0011881220626005532,0.0005799547201715611
pump,0.0,0.0016302122469675265
punch,0.0011881220626005532,0.0005799547201715611
punctuate,0.0016698641031585818,0.0
puncture,0.0011881220626005532,0.0005799547201715611
punish,0.0011881220626005532,0.0011599094403431222
purchase,0.0,0.0016302122469675265
purify,0.0011881220626005532,0.0011599094403431222
purple,0.0,0.0008151061234837633
purse,0.0011881220626005532,0.0011599094403431222
pursue,0.0023762441252011064,0.0028997736008578054
push,0.01425746475120664,0.013338958563945905
put,0.06653483550563098,0.059155381457499226
putter,0.0,0.0008151061234837633
puzzle,0.0023762441252011064,0.00521959248154405
pyramid,0.0016698641031585818,0.0
quake,0.0,0.0008151061234837633
qualify,0.0,0.0008151061234837633
quarrel,0.0011881220626005532,0.0017398641605146832
quaver,0.0011881220626005532,0.0011599094403431222
quench,0.0016698641031585818,0.0
query,0.0,0.0008151061234837633
question,0.004752488250402213,0.008119366082401856
quicken,0.0,0.0008151061234837633
quiet,0.0011881220626005532,0.0011599094403431222
quit,0.0023762441252011064,0.004639637761372489
quiver,0.0011881220626005532,0.0028997736008578054
quote,0.0,0.0024453183704512896
race,0.00356436618780166,0.00521959248154405
rack,0.0011881220626005532,0.0011599094403431222
radiate,0.0,0.0016302122469675265
rag,0.0011881220626005532,0.0028997736008578054
raid,0.0,0.0024453183704512896
rain,0.004752488250402213,0.0011599094403431222
raise,0.010693098563404979,0.015078822724460587
rake,0.0011881220626005532,0.0017398641605146832
rally,0.0,0.0024453183704512896
ram,0.00356436618780166,0.0011599094403431222
range,0.0023762441252011064,0.0011599094403431222
rank,0.0,0.0008151061234837633
rankle,0.0016698641031585818,0.0
ransack,0.0,0.0016302122469675265
rant,0.0016698641031585818,0.0
rap,0.004752488250402213,0.0011599094403431222
rape,0.0016698641031585818,0.0
rasp,0.0,0.0008151061234837633
ratify,0.0,0.0008151061234837633
rattle,0.0011881220626005532,0.0028997736008578054
rave,0.0016698641031585818,0.0
reach,0.011881220626005532,0.048716196494411126
react,0.0,0.0016302122469675265
read,0.021386197126809958,0.02145832464634776
ready,0.0,0.0008151061234837633
realize,0.020198075064209405,0.015078822724460587
reappear,0.0,0.0016302122469675265
rear,0.0,0.0016302122469675265
rearrange,0.0,0.0008151061234837633
reason,0.00356436618780166,0.0017398641605146832
reassemble,0.0,0.0008151061234837633
reassure,0.0023762441252011064,0.0005799547201715611
reawaken,0.0,0.0008151061234837633
rebel,0.0,0.0008151061234837633
rebuff,0.0011881220626005532,0.0005799547201715611
rebuild,0.0,0.0008151061234837633
rebuke,0.0,0.0008151061234837633
recall,0.008316854438203873,0.006379501921887172
recapitulate,0.0,0.0008151061234837633
recede,0.0,0.0024453183704512896
receive,0.0023762441252011064,0.013918913284117465
recess,0.0,0.0008151061234837633
reciprocate,0.0,0.0008151061234837633
reckon,0.0,0.0040755306174188165
reclaim,0.0,0.0016302122469675265
recognize,0.00356436618780166,0.009279275522744978
recollect,0.0,0.0008151061234837633
recommend,0.0011881220626005532,0.0028997736008578054
reconcile,0.0016698641031585818,0.0
reconsider,0.0,0.0008151061234837633
reconstruct,0.0,0.0016302122469675265
record,0.0,0.0024453183704512896
recount,0.0,0.0008151061234837633
recover,0.0011881220626005532,0.0028997736008578054
recreate,0.0,0.0008151061234837633
recruit,0.0,0.0008151061234837633
redden,0.0,0.0008151061234837633
redecorate,0.0,0.0016302122469675265
redeem,0.0,0.0008151061234837633
redouble,0.0,0.0008151061234837633
reduce,0.0011881220626005532,0.0011599094403431222
reek,0.0011881220626005532,0.0005799547201715611
reel,0.0,0.0024453183704512896
reenact,0.0,0.0008151061234837633
reentered,0.0,0.0008151061234837633
refer,0.0023762441252011064,0.00521959248154405
refinance,0.0,0.0008151061234837633
reflect,0.004752488250402213,0.004059683041200928
refolded,0.0016698641031585818,0.0
refract,0.0016698641031585818,0.0
refrain,0.0,0.0008151061234837633
refresh,0.0,0.0008151061234837633
refuse,0.008316854438203873,0.006959456642058733
refute,0.0,0.0008151061234837633
regain,0.0,0.0024453183704512896
regard,0.00712873237560332,0.0034797283210293664
register,0.00356436618780166,0.0034797283210293664
regret,0.0023762441252011064,0.0028997736008578054
regulate,0.0,0.0008151061234837633
rehearse,0.0023762441252011064,0.0011599094403431222
rein,0.0,0.0016302122469675265
reinforce,0.0016698641031585818,0.0
reinstall,0.0,0.0008151061234837633
reject,0.0011881220626005532,0.0005799547201715611
rejoice,0.0,0.0008151061234837633
relate,0.0,0.0008151061234837633
relax,0.00712873237560332,0.004059683041200928
release,0.0011881220626005532,0.004639637761372489
relieve,0.0,0.00733595511135387
relinquish,0.0011881220626005532,0.0011599094403431222
relish,0.0023762441252011064,0.0005799547201715611
reload,0.0,0.0008151061234837633
rely,0.0011881220626005532,0.0011599094403431222
remain,0.01425746475120664,0.01739864160514683
remark,0.0011881220626005532,0.004639637761372489
remarry,0.0,0.0016302122469675265
remember,0.036831783940617153,0.046396377613724886
remind,0.00356436618780166,0.00521959248154405
remonstrate,0.0016698641031585818,0.0
remount,0.0,0.0008151061234837633
remove,0.00712873237560332,0.007539411362230294
rend,0.0,0.0008151061234837633
render,0.0011881220626005532,0.0011599094403431222
renew,0.0,0.003260424493935053
renovate,0.0016698641031585818,0.0
rent,0.0,0.0016302122469675265
reorganize,0.0,0.0008151061234837633
repair,0.0011881220626005532,0.0011599094403431222
repay,0.0,0.0008151061234837633
repeat,0.004752488250402213,0.0104391849630881
repel,0.0,0.0016302122469675265
repent,0.0,0.0008151061234837633
replace,0.0023762441252011064,0.0034797283210293664
replenish,0.0,0.0016302122469675265
reply,0.004752488250402213,0.011599094403431221
report,0.00356436618780166,0.008699320802573416
represent,0.0011881220626005532,0.0023198188806862444
repress,0.0,0.0008151061234837633
reprimand,0.0,0.0008151061234837633
reproduce,0.0011881220626005532,0.0011599094403431222
require,0.0011881220626005532,0.005799547201715611
reread,0.0,0.0008151061234837633
rescue,0.0023762441252011064,0.0005799547201715611
resemble,0.00356436618780166,0.0034797283210293664
resent,0.008349320515792909,0.0
reserve,0.0023762441252011064,0.0011599094403431222
resettle,0.0,0.0008151061234837633
resign,0.0033397282063171636,0.0
resist,0.0023762441252011064,0.004059683041200928
resolve,0.0023762441252011064,0.0011599094403431222
resort,0.0,0.0008151061234837633
respect,0.0023762441252011064,0.0005799547201715611
respond,0.0023762441252011064,0.0028997736008578054
rest,0.013069342688606086,0.006379501921887172
restore,0.0,0.003260424493935053
restrain,0.0,0.0008151061234837633
restrict,0.0011881220626005532,0.0011599094403431222
resume,0.0011881220626005532,0.0034797283210293664
retain,0.0,0.003260424493935053
retaliate,0.0,0.0016302122469675265
retard,0.0,0.0008151061234837633
retch,0.0,0.0008151061234837633
retire,0.0011881220626005532,0.0017398641605146832
retort,0.0,0.0024453183704512896
retract,0.0,0.0008151061234837633
retreat,0.00356436618780166,0.0023198188806862444
retrieve,0.0023762441252011064,0.0011599094403431222
return,0.0178218309390083,0.030157645448921175
reveal,0.00356436618780166,0.0034797283210293664
reverberate,0.0,0.0016302122469675265
reverse,0.0,0.0008151061234837633
revert,0.0,0.0008151061234837633
review,0.0,0.0008151061234837633
revise,0.0,0.0016302122469675265
revive,0.0,0.003260424493935053
revolutionize,0.0016698641031585818,0.0
revolve,0.0011881220626005532,0.0005799547201715611
reward,0.0016698641031585818,0.0
rhyme,0.0016698641031585818,0.0
rid,0.0023762441252011064,0.013918913284117465
riddle,0.0,0.0016302122469675265
ride,0.009504976500804426,0.01623873216480371
ridicule,0.0,0.0008151061234837633
rig,0.0,0.0008151061234837633
rim,0.0,0.0008151061234837633
ring,0.011881220626005532,0.009279275522744978
rip,0.0011881220626005532,0.004639637761372489
ripen,0.0016698641031585818,0.0
ripple,0.0011881220626005532,0.0011599094403431222
rise,0.023762441252011064,0.01565877744463215
risk,0.0,0.0040755306174188165
roam,0.0,0.003260424493935053
roar,0.0023762441252011064,0.006959456642058733
roast,0.0011881220626005532,0.0005799547201715611
rob,0.0023762441252011064,0.0017398641605146832
rock,0.0023762441252011064,0.0028997736008578054
roil,0.0,0.0024453183704512896
roll,0.010693098563404979,0.01739864160514683
romp,0.0,0.0008151061234837633
rot,0.0,0.0024453183704512896
rotate,0.0011881220626005532,0.0005799547201715611
round,0.0023762441252011064,0.0028997736008578054
rouse,0.0016698641031585818,0.0
row,0.0,0.0008151061234837633
rub,0.005940610313002766,0.004639637761372489
ruffle,0.0016698641031585818,0.0
ruin,0.008316854438203873,0.0023198188806862444
rule,0.0023762441252011064,0.0017398641605146832
rumble,0.0,0.0016302122469675265
rummage,0.0011881220626005532,0.0011599094403431222
rumple,0.0011881220626005532,0.0005799547201715611
run,0.048713004566622684,0.0655348833793864
rush,0.00712873237560332,0.00521959248154405
rust,0.0016698641031585818,0.0
rustle,0.0,0.0057057428643863435
sack,0.0,0.0008151061234837633
saddle,0.0,0.0024453183704512896
sag,0.0011881220626005532,0.0034797283210293664
sail,0.0023762441252011064,0.0011599094403431222
salivate,0.0,0.0008151061234837633
salt,0.0,0.0016302122469675265
salute,0.0016698641031585818,0.0
salvage,0.0,0.0024453183704512896
sanction,0.0016698641031585818,0.0
sap,0.0,0.0016302122469675265
satisfy,0.004752488250402213,0.0017398641605146832
saturate,0.0,0.0008151061234837633
save,0.00356436618780166,0.006959456642058733
savor,0.0011881220626005532,0.0005799547201715611
savvy,0.0,0.0008151061234837633
saw,0.055841736942226,0.0684346569802442
say,0.49425877804183016,0.4442453156514158
scairt,0.0,0.0008151061234837633
scald,0.0033397282063171636,0.0
scan,0.0,0.0057057428643863435
scar,0.010693098563404979,0.004059683041200928
scare,0.0011881220626005532,0.0005799547201715611
scarify,0.0,0.0008151061234837633
scatter,0.0011881220626005532,0.004639637761372489
scent,0.0033397282063171636,0.0
schedule,0.0011881220626005532,0.0023198188806862444
scheme,0.0011881220626005532,0.0011599094403431222
school,0.0,0.0016302122469675265
scoff,0.0,0.0016302122469675265
scold,0.0016698641031585818,0.0
scoop,0.0,0.0008151061234837633
scoot,0.0011881220626005532,0.0017398641605146832
scorch,0.0,0.0016302122469675265
score,0.0,0.0008151061234837633
scour,0.0011881220626005532,0.0011599094403431222
scowl,0.0011881220626005532,0.0023198188806862444
scramble,0.0,0.0057057428643863435
scrap,0.0023762441252011064,0.004639637761372489
scrape,0.0,0.0008151061234837633
scratch,0.0,0.0016302122469675265
scrawl,0.00356436618780166,0.0005799547201715611
scream,0.00712873237560332,0.0104391849630881
screech,0.00356436618780166,0.0028997736008578054
screen,0.0,0.0024453183704512896
screw,0.0011881220626005532,0.0005799547201715611
scrub,0.0011881220626005532,0.0011599094403431222
scrutinize,0.0011881220626005532,0.0011599094403431222
scud,0.0016698641031585818,0.0
scurry,0.0033397282063171636,0.0
scuttle,0.0,0.0008151061234837633
seal,0.0023762441252011064,0.0011599094403431222
sear,0.0,0.0016302122469675265
search,0.00356436618780166,0.006379501921887172
seat,0.005940610313002766,0.0034797283210293664
seclude,0.0,0.0008151061234837633
secure,0.0,0.0024453183704512896
sed,0.0,0.0008151061234837633
see,0.1366340371990636,0.1548479102858068
seed,0.0,0.0008151061234837633
seek,0.00712873237560332,0.006959456642058733
seem,0.07722793406903596,0.08235357026436167
seep,0.0,0.0016302122469675265
segregate,0.0016698641031585818,0.0
seize,0.0011881220626005532,0.005799547201715611
select,0.0011881220626005532,0.0017398641605146832
sell,0.005940610313002766,0.007539411362230294
send,0.02495056331461162,0.029577690728749613
sense,0.005940610313002766,0.005799547201715611
separate,0.00356436618780166,0.0028997736008578054
serenade,0.0016698641031585818,0.0
serve,0.004752488250402213,0.008119366082401856
set,0.020198075064209405,0.029577690728749613
settle,0.016633708876407746,0.006959456642058733
sever,0.0,0.0016302122469675265
sew,0.0016698641031585818,0.0
shackle,0.0033397282063171636,0.0
shade,0.00356436618780166,0.0005799547201715611
shadow,0.0,0.004890636740902579
shake,0.016633708876407746,0.02725787184806337
shall,0.004752488250402213,0.011599094403431221
shame,0.0,0.0008151061234837633
shape,0.0,0.0024453183704512896
share,0.010693098563404979,0.0017398641605146832
sharpen,0.0011881220626005532,0.0011599094403431222
shatter,0.0,0.009781273481805158
shave,0.005940610313002766,0.0028997736008578054
shed,0.0023762441252011064,0.0005799547201715611
sheer,0.0,0.0008151061234837633
sheet,0.0,0.0008151061234837633
shell,0.0,0.0008151061234837633
shield,0.0,0.0016302122469675265
shift,0.00356436618780166,0.0017398641605146832
shimmer,0.0,0.0008151061234837633
shimmy,0.0,0.0008151061234837633
shin,0.008316854438203873,0.004059683041200928
shine,0.0023762441252011064,0.0005799547201715611
shipwreck,0.0016698641031585818,0.0
shiver,0.009504976500804426,0.0017398641605146832
shock,0.004752488250402213,0.0028997736008578054
shoe,0.0,0.0008151061234837633
shoo,0.0016698641031585818,0.0
shoot,0.0011881220626005532,0.018558551045489955
shop,0.0011881220626005532,0.0011599094403431222
shorten,0.0023762441252011064,0.0005799547201715611
shoulder,0.0,0.0040755306174188165
shout,0.0178218309390083,0.015078822724460587
shove,0.0023762441252011064,0.004059683041200928
show,0.021386197126809958,0.0446565134532102
shower,0.006679456412634327,0.0
shred,0.0,0.0016302122469675265
shriek,0.0011881220626005532,0.0017398641605146832
shrill,0.0023762441252011064,0.0005799547201715611
shrink,0.0,0.0016302122469675265
shrivel,0.0011881220626005532,0.0005799547201715611
shroud,0.0,0.0008151061234837633
shrug,0.009504976500804426,0.004059683041200928
shudder,0.00712873237560332,0.0023198188806862444
shuffle,0.0033397282063171636,0.0
shut,0.010693098563404979,0.01101913968325966
shutter,0.0016698641031585818,0.0
shy,0.0,0.0008151061234837633
sicken,0.0,0.003260424493935053
sidestep,0.0,0.0008151061234837633
sidle,0.0,0.0016302122469675265
sift,0.0,0.0008151061234837633
sigh,0.009504976500804426,0.004059683041200928
sight,0.0,0.0016302122469675265
sign,0.00356436618780166,0.004059683041200928
signal,0.0,0.0040755306174188165
silence,0.0011881220626005532,0.0005799547201715611
silhouette,0.0,0.0016302122469675265
simmer,0.0016698641031585818,0.0
simplify,0.0016698641031585818,0.0
sing,0.004752488250402213,0.009279275522744978
single,0.0,0.0008151061234837633
singsong,0.0016698641031585818,0.0
sink,0.00712873237560332,0.008699320802573416
sip,0.0011881220626005532,0.0017398641605146832
siphon,0.0,0.0008151061234837633
sire,0.0,0.0008151061234837633
sit,0.07009920169343264,0.05335583425578362
situate,0.0,0.0008151061234837633
size,0.0,0.0016302122469675265
sizzle,0.0,0.0016302122469675265
sketch,0.0,0.0008151061234837633
ski,0.0016698641031585818,0.0
skid,0.0,0.0008151061234837633
skim,0.0,0.0008151061234837633
skindive,0.0,0.0008151061234837633
skip,0.00356436618780166,0.0028997736008578054
skirt,0.0016698641031585818,0.0
slacken,0.0016698641031585818,0.0
slam,0.0023762441252011064,0.006379501921887172
slant,0.0011881220626005532,0.0011599094403431222
slap,0.00356436618780166,0.0034797283210293664
slash,0.0011881220626005532,0.005799547201715611
slaughter,0.0016698641031585818,0.0
slay,0.0016698641031585818,0.0
sleep,0.0178218309390083,0.017978596325318393
slice,0.0,0.0008151061234837633
slide,0.009504976500804426,0.012759003843774343
sling,0.0,0.0008151061234837633
slip,0.005940610313002766,0.011599094403431221
slop,0.00356436618780166,0.0017398641605146832
slosh,0.0,0.0008151061234837633
slow,0.0011881220626005532,0.007539411362230294
slug,0.0,0.003260424493935053
sluice,0.0,0.0016302122469675265
slumber,0.0016698641031585818,0.0
slump,0.0,0.00733595511135387
smack,0.0023762441252011064,0.0017398641605146832
smash,0.00356436618780166,0.0034797283210293664
smear,0.0,0.0008151061234837633
smell,0.011881220626005532,0.00521959248154405
smelt,0.0,0.0008151061234837633
smile,0.04039615012841881,0.02783782656823493
smirk,0.0,0.0008151061234837633
smoke,0.010693098563404979,0.004059683041200928
smolder,0.0,0.0008151061234837633
smooth,0.004752488250402213,0.0011599094403431222
smother,0.0023762441252011064,0.0011599094403431222
smudge,0.0,0.0008151061234837633
snag,0.0016698641031585818,0.0
snake,0.0,0.0008151061234837633
snap,0.011881220626005532,0.008699320802573416
snare,0.0,0.0008151061234837633
snarl,0.0023762441252011064,0.0017398641605146832
snatch,0.0,0.008151061234837633
sneak,0.0011881220626005532,0.004059683041200928
sneer,0.0,0.0008151061234837633
sneeze,0.0023762441252011064,0.0005799547201715611
snicker,0.0,0.0008151061234837633
sniff,0.0,0.0016302122469675265
snigger,0.0,0.0008151061234837633
snoop,0.0,0.0016302122469675265
snore,0.0016698641031585818,0.0
snort,0.0011881220626005532,0.0017398641605146832
snow,0.0011881220626005532,0.0023198188806862444
snub,0.0,0.0008151061234837633
snuff,0.0,0.0008151061234837633
snuggle,0.005009592309475746,0.0
soak,0.0,0.008151061234837633
soar,0.0,0.0040755306174188165
sob,0.0033397282063171636,0.0
sober,0.0023762441252011064,0.0017398641605146832
soften,0.0011881220626005532,0.0011599094403431222
solo,0.0033397282063171636,0.0
solve,0.0,0.0024453183704512896
somersault,0.0,0.0008151061234837633
soothe,0.00356436618780166,0.0017398641605146832
sort,0.0011881220626005532,0.0017398641605146832
sound,0.015445586813807193,0.013338958563945905
sour,0.0,0.0016302122469675265
span,0.0016698641031585818,0.0
spar,0.0011881220626005532,0.0011599094403431222
spare,0.0016698641031585818,0.0
spark,0.0,0.0008151061234837633
sparkle,0.0023762441252011064,0.0005799547201715611
spat,0.00356436618780166,0.0023198188806862444
speak,0.04039615012841881,0.030737600169092737
spear,0.0,0.0008151061234837633
specialize,0.0023762441252011064,0.0005799547201715611
specify,0.0,0.0008151061234837633
speckle,0.0,0.0008151061234837633
speculate,0.0,0.0008151061234837633
speed,0.0023762441252011064,0.004639637761372489
spellbind,0.0016698641031585818,0.0
spend,0.01425746475120664,0.014498868004289027
spew,0.0,0.0008151061234837633
